"Date","Start_Time","Event_Type","Duration_Seconds","Seconds_Paused","Calories_Burned","Calories_Burned_Carbs","Calories_Burned_Fats","HR_Lowest","HR_Peak","HR_Average","UV_Exposure_Minutes","Total_Miles_Moved","Cardio_Benefit","Minutes_Under_50%_HR","Minutes_In_HRZ_Very_Light_50%_60%","Minutes_In_HRZ_Light_60%_70%","Minutes_In_HRZ_Moderate_70%_80%","Minutes_In_HRZ_Hard_80%_90%","Minutes_In_HRZ_Very_Hard_90%_Plus","HR_Finish","HR_Recovery_Rate_1_Min","HR_Recovery_Rate_2_Min","Recovery_Time_Seconds","Bike_Average_MPH","Bike_Max_MPH","Elevation_Highest_Feet","Elevation_Lowest_Feet","Elevation_Gain_Feet","Elevation_Loss_Feet","Climb_Rate_Feet_Per_Hour","Walk_Active_Seconds","Walk_Resting_Seconds","Wake_Up_Time","Seconds_Awake","Seconds_Asleep_Total","Seconds_Asleep_Restful","Seconds_Asleep_Light","Wake_Ups","Seconds_to_Fall_Asleep","Sleep_Efficiency","Sleep_Restoration","Sleep_HR_Resting","Sleep_Auto_Detect","GW_Plan_Name","GW_Reps_Performed","GW_Rounds_Performed","Golf_Course_Name","Golf_Course_Par","Golf_Total_Score","Golf_Par_or_Better","Golf_Pace_of_Play_Minutes","Golf_Longest_Drive_Yards"
"2017-01-01","2017-01-01 04:02:44","Sleep","29084","0","762","","","43","94","60","0","","","","","","","","","","","","","","","","","","","","","","2017-01-01 12:04:59","4847","24237","6132","18105","10","897","86","","48","Auto","","","","","","","","",""
"2017-01-03","2017-01-03 11:13:21","Sleep","11711","0","334","","","60","95","74","0","","","","","","","","","","","","","","","","","","","","","","2017-01-03 14:26:03","3257","8454","0","8454","5","298","74","","69","Auto","","","","","","","","",""
"2017-01-03","2017-01-03 04:20:29","Sleep","14947","0","429","","","64","97","77","0","","","","","","","","","","","","","","","","","","","","","","2017-01-03 08:18:09","6159","8788","0","8788","9","2511","74","","68","Auto","","","","","","","","",""
"2017-01-04","2017-01-04 03:34:17","Sleep","26721","0","704","","","44","90","61","0","","","","","","","","","","","","","","","","","","","","","","2017-01-04 10:57:08","5267","21454","2064","19390","12","418","81","","51","Auto","","","","","","","","",""
"2017-01-06","2017-01-06 03:50:49","Sleep","24053","0","600","","","45","90","54","0","","","","","","","","","","","","","","","","","","","","","","2017-01-06 10:21:14","2424","21629","7118","14511","3","837","95","","47","Auto","","","","","","","","",""
"2017-01-07","2017-01-07 02:58:38","Sleep","13390","0","339","","","44","76","54","0","","","","","","","","","","","","","","","","","","","","","","2017-01-07 06:34:51","2301","11089","4004","7085","3","209","86","","48","Auto","","","","","","","","",""
"2017-01-08","2017-01-08 15:46:14","Sleep","10693","0","278","","","46","120","61","0","","","","","","","","","","","","","","","","","","","","","","2017-01-08 18:41:59","1583","9110","1762","7348","3","776","92","","55","Auto","","","","","","","","",""
"2017-01-08","2017-01-08 01:51:32","Sleep","25550","0","636","","","47","78","55","0","","","","","","","","","","","","","","","","","","","","","","2017-01-08 08:54:53","1377","24173","8316","15857","2","209","95","","49","Auto","","","","","","","","",""
"2017-01-10","2017-01-10 02:38:29","Sleep","20647","0","515","","","41","83","53","0","","","","","","","","","","","","","","","","","","","","","","2017-01-10 08:20:07","1554","19093","3316","15777","5","298","94","","44","Auto","","","","","","","","",""
"2017-01-11","2017-01-11 00:52:21","Sleep","25702","0","635","","","43","85","56","0","","","","","","","","","","","","","","","","","","","","","","2017-01-11 07:33:17","2663","23039","8106","14933","3","209","96","","47","Auto","","","","","","","","",""
"2017-01-12","2017-01-12 22:17:39","Sleep","15752","0","404","","","49","94","60","0","","","","","","","","","","","","","","","","","","","","","","2017-01-13 02:37:42","688","15064","4691","10373","1","209","97","","52","Auto","","","","","","","","",""
"2017-01-12","2017-01-12 02:29:12","Sleep","20506","0","511","","","49","94","58","0","","","","","","","","","","","","","","","","","","","","","","2017-01-12 08:05:30","1108","19398","8739","10659","2","209","97","","51","Auto","","","","","","","","",""
"2017-01-14","2017-01-14 03:09:32","Sleep","26515","0","678","","","44","115","59","0","","","","","","","","","","","","","","","","","","","","","","2017-01-14 10:28:58","2335","24180","7478","16702","7","209","92","","51","Auto","","","","","","","","",""
"2017-01-16","2017-01-16 00:43:24","Sleep","37862","0","964","","","42","120","58","0","","","","","","","","","","","","","","","","","","","","","","2017-01-16 11:11:57","4549","33313","8467","24846","14","718","89","","48","Auto","","","","","","","","",""
"2017-01-17","2017-01-17 00:49:04","Sleep","27652","0","702","","","41","110","58","0","","","","","","","","","","","","","","","","","","","","","","2017-01-17 08:27:27","4249","23403","4787","18616","9","1466","89","","49","Auto","","","","","","","","",""
"2017-01-18","2017-01-18 01:40:38","Sleep","20923","0","537","","","46","123","60","0","","","","","","","","","","","","","","","","","","","","","","2017-01-18 07:18:53","2454","18469","2933","15536","5","508","93","","51","Auto","","","","","","","","",""
"2017-01-19","2017-01-19 17:24:12","Sleep","7818","0","201","","","47","91","59","0","","","","","","","","","","","","","","","","","","","","","","2017-01-19 19:32:01","716","7102","1462","5640","1","208","94","","52","Auto","","","","","","","","",""
"2017-01-19","2017-01-19 04:13:25","Sleep","14169","0","371","","","45","94","63","0","","","","","","","","","","","","","","","","","","","","","","2017-01-19 08:07:05","1614","12555","5618","6937","2","269","91","","56","Auto","","","","","","","","",""
"2017-01-21","2017-01-21 00:19:02","Sleep","39774","0","1050","","","44","97","62","0","","","","","","","","","","","","","","","","","","","","","","2017-01-21 11:19:26","3951","35823","11967","23856","10","837","92","","50","Auto","","","","","","","","",""
"2017-01-21","2017-01-21 16:20:51","Bike","5311","1","1611","780","831","60","186","164","0","0","Strenuous","2","0","2","33","10","43","","","","259200","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-01-23","2017-01-23 01:19:26","Sleep","25670","0","690","","","52","90","63","0","","","","","","","","","","","","","","","","","","","","","","2017-01-23 08:17:18","2334","23336","7984","15352","3","209","93","","53","Auto","","","","","","","","",""
"2017-01-24","2017-01-24 02:58:02","Sleep","18361","0","471","","","47","81","59","0","","","","","","","","","","","","","","","","","","","","","","2017-01-24 08:01:34","1555","16806","5471","11335","5","209","93","","51","Auto","","","","","","","","",""
"2017-01-26","2017-01-26 01:53:07","Sleep","23174","0","603","","","51","120","60","0","","","","","","","","","","","","","","","","","","","","","","2017-01-26 08:16:52","1764","21410","9295","12115","3","209","93","","54","Auto","","","","","","","","",""
"2017-01-27","2017-01-27 02:18:09","Sleep","22780","0","571","","","41","90","56","0","","","","","","","","","","","","","","","","","","","","","","2017-01-27 08:35:20","2215","20565","7003","13562","6","209","91","","47","Auto","","","","","","","","",""
"2017-01-28","2017-01-28 02:13:43","Sleep","19836","0","504","","","46","123","59","0","","","","","","","","","","","","","","","","","","","","","","2017-01-28 07:17:24","4159","15677","7268","8409","5","209","86","","48","Auto","","","","","","","","",""
"2017-01-29","2017-01-29 00:56:43","Sleep","32019","0","877","","","48","100","66","0","","","","","","","","","","","","","","","","","","","","","","2017-01-29 09:47:53","2394","29625","9932","19693","8","359","93","","57","Auto","","","","","","","","",""
"2017-01-31","2017-01-31 01:58:36","Sleep","22553","0","577","","","43","120","56","0","","","","","","","","","","","","","","","","","","","","","","2017-01-31 08:07:01","2722","19831","5921","13910","3","1585","96","","47","Auto","","","","","","","","",""
